original_title,rule_based_label,llm_label,llm_major_group,llm_ssoc_code,llm_ssoc_occupation_title,llm_confidence,llm_votes,llm_reasoning,validation_status,prompt_version
OFFICE CLEANER,NONE,RNF,9,91131,Office/Commercial/Industrial establishment indoor cleaner,0.98,3,"Office cleaner falls under Group 9 as a cleaning occupation, specifically for office/commercial establishments indoor cleaning.",LLM_ONLY,v1.2
BRANCH MANAGER,NONE,PME,1,13461,Financial services manager,0.75,3,"Branch Manager with 'Manager' in title falls under Group 1 Managers, most commonly associated with financial services branches though could apply to other sectors.",LLM_ONLY,v1.2
HOUSEWIFE,NA,NA,X,X0000,Not Applicable,1.0,3,Housewife is classified as NA as it falls under homemaker category which is explicitly listed as Not Applicable in the classification rules,AGREE,v1.2
DIRECTOR,NONE,PME,1,11202,Company director,0.75,3,Director without context defaults to company director under Group 1 as per the rule that 'Manager' or director-level titles fall under PME management roles.,LLM_ONLY,v1.2
SECURITY OFFICER,NONE,RNF,5,54144,Private security officer,0.95,3,"Security officer is a service worker role classified under Group 5, matching the candidate code for private security officer.",LLM_ONLY,v1.2
DRIVING INSTRUCTOR,NONE,RNF,5,51950,Driving instructor/tester,1.0,3,Driving instructor directly matches SSOC code 51950 and falls under Group 5 Services and Sales Workers as a service-oriented instructional role.,LLM_ONLY,v1.2
SENIOR MANAGER,NONE,PME,1,11203,Chief operating officer/General manager,0.75,3,"Senior Manager falls under Group 1 as a managerial position, with General Manager being the closest match given the generic title without specific functional area.",LLM_ONLY,v1.2
ELECTRICAL ENGINEER,NONE,PME,2,21511,Electrical engineer,1.0,3,"Electrical Engineer is a professional occupation requiring specialized engineering qualifications and falls under Group 2 Professionals, with a direct match in the candidate SSOC codes.",LLM_ONLY,v1.2
RESIGNED,NA,NA,X,X0000,Not Applicable,1.0,3,RESIGNED indicates employment status rather than an occupation and falls under the NA category as specified in the classification rules.,AGREE,v1.2
LIFEGUARD,NONE,RNF,5,54150,Lifeguard,1.0,3,Lifeguard is explicitly listed in the candidate SSOC codes as 54150 under RNF Group 5 Services and Sales Workers.,LLM_ONLY,v1.2
INSPECTOR,NONE,T,3,33551,Police inspector,0.6,3,"Without context, 'Inspector' most commonly refers to police inspector which falls under Group 3 Associate Professionals and Technicians, though the generic title could refer to various inspector roles across different groups.",NEEDS_REVIEW,v1.2
DEPUTY DIRECTOR,NONE,PME,1,11121,Senior government official,0.85,3,"Deputy Director is a senior management position that falls under Group 1 as a senior official, most commonly associated with government or statutory board roles.",LLM_ONLY,v1.2
IT TECHNICIAN,NONE,T,3,35123,IT support technician,0.9,3,"IT Technician falls under Group 3 as technicians provide technical support and assistance, matching the IT support technician role.",LLM_ONLY,v1.2
FITNESS INSTRUCTOR,NONE,T,3,34223,Physical fitness instructor,0.98,3,"Fitness instructor is explicitly listed under Group 3 Associate Professionals and Technicians, with a direct match to the candidate SSOC code for physical fitness instructor.",LLM_ONLY,v1.2
MKTG EXEC,NONE,T,3,33229,Commercial/Marketing sales executive n.e.c.,0.85,3,"MKTG EXEC (Marketing Executive) falls under Group 3 as marketing executives are classified as associate professionals, not requiring the professional-level qualifications of digital marketing professionals.",LLM_ONLY,v1.2
LANDSCAPE WORKER,NONE,RNF,9,92142,Landscape worker,1.0,3,Landscape worker is an exact match in the candidate list and falls under Group 9 as a laborer performing landscape maintenance work.,LLM_ONLY,v1.2
TOURISM OFFICER,NONE,PME,2,24233,Personnel/Human resource officer,0.65,3,"Tourism Officer is a professional-level position requiring specialized knowledge in tourism management, though the exact SSOC code match is uncertain as tourism-specific codes are not in the candidate list, so using the closest officer-level professional code available.",NEEDS_REVIEW,v1.2
FLIGHT INSTRUCTOR,NONE,PME,2,21723,Flying instructor (excluding air force),0.98,3,Flight instructor is a professional-level occupation requiring specialized aviation qualifications and matches the candidate code for flying instructor.,LLM_ONLY,v1.2
FINANCE MANAGER,NONE,PME,1,12111,Budgeting/Financial accounting manager,0.98,3,Finance Manager contains 'Manager' in title and directly matches the budgeting/financial accounting manager role under Group 1 Managers.,LLM_ONLY,v1.2
REGIONAL MANAGER,NONE,PME,1,12213,Regional sales manager,0.85,3,"Regional Manager falls under Group 1 as a managerial position with regional scope, most closely matching regional sales manager from the available codes.",LLM_ONLY,v1.2
FIRE OFFICER,NONE,RNF,5,54110,Fire-fighting/Rescue officer,0.95,3,Fire Officer is a fire-fighting/rescue role classified under Group 5 Services and Sales Workers as per the candidate SSOC code 54110.,LLM_ONLY,v1.2
COORDINTOR,NONE,PME,1,13391,Programme Coordinator,0.733,3,"Coordinator roles typically involve planning, organizing and managing activities which falls under managerial/administrative functions in Group 1, though the misspelling creates some uncertainty about the exact role.",NEEDS_REVIEW,v1.2
MANAGING DIRECTOR,NONE,PME,1,11201,Managing director/Chief executive officer,1.0,3,Managing Director is explicitly listed under Group 1 as a senior management position and matches the candidate SSOC code 11201 exactly.,LLM_ONLY,v1.2
LEAD DATA SCIENTIST,NONE,PME,2,21222,Data scientist,0.98,3,"Lead Data Scientist is a senior-level data scientist role which falls under Group 2 Professionals, and 'Senior/Lead' prefix follows the base occupation's classification.",LLM_ONLY,v1.2
GENERAL MANAGER,NONE,PME,1,11203,Chief operating officer/General manager,1.0,3,General Manager is explicitly listed under Group 1 and matches the candidate SSOC code 11203 for General manager.,LLM_ONLY,v1.2
ASSOCIATE,NONE,T,3,33900,Business Services Agents and Trade Brokers and Related Associate Professionals Not Elsewhere Classified,0.4,2,"The title 'ASSOCIATE' without further context typically refers to associate professional roles in business or professional services, falling under Group 3, though the lack of specificity reduces confidence significantly.",NEEDS_REVIEW,v1.2
FISHMONGER,NONE,RNF,7,75110,Butcher/Fishmonger and related food preparer,1.0,3,Fishmonger directly matches the candidate SSOC code 75110 and falls under Group 7 Craftsmen and Related Trades Workers.,LLM_ONLY,v1.2
URBAN PLANNER,NONE,PME,2,21641,Urban planner,1.0,3,"Urban planner is a professional occupation requiring specialized knowledge in urban planning and development, falling under Group 2 Professionals.",LLM_ONLY,v1.2
INSURANCE AGENT,NONE,T,3,33211,Insurance sales agent/broker,0.95,3,Insurance agents are classified under Group 3 as associate professionals who sell insurance products and provide related advisory services.,LLM_ONLY,v1.2
VIDEOGRAPHER,NONE,T,3,35212,Video camera operator,0.9,3,"Videographer is a technical occupation involving video camera operation and falls under Group 3 Associate Professionals and Technicians, matching the candidate SSOC code 35212.",LLM_ONLY,v1.2
LOGISTICS MANAGER,NONE,PME,1,13241,Supply and distribution/Logistics/Warehousing manager,1.0,3,Logistics Manager is a managerial position that falls under Group 1 and directly matches the SSOC code for supply and distribution/logistics/warehousing manager.,LLM_ONLY,v1.2
HELPDESK ANALYST,NONE,T,3,35121,ICT Helpdesk/Support Technician,0.9,3,"Helpdesk analyst is an IT support role that falls under Group 3 Associate Professionals and Technicians, providing technical support rather than professional-level system design or development.",LLM_ONLY,v1.2
VETERINARIAN,NONE,PME,2,22500,Veterinarian,1.0,3,"Veterinarian is a professional occupation requiring specialized university-level qualifications in veterinary medicine, falling under Group 2 Professionals.",LLM_ONLY,v1.2
HUMAN RESOURCE MANAGER,NONE,PME,1,12121,Personnel/Human resource manager,1.0,3,"Human Resource Manager is a managerial position that falls under Group 1 as per the classification rules where 'Manager' in title defaults to PME Group 1, and matches exactly with the candidate SSOC code 12121.",LLM_ONLY,v1.2
